username,full_text
V3g3L,ini korupsinya tahun lalu diangkat lagi jadi pas danantara diluncurkan ya banyak yg diangkat2 kasus korupsi mega t
RioOchou,prabowo jg balas budi ke jokorup dikasih wapres anaknya mantu nya jd gub sumut si bungsu jd pejabat danantara amp jokorup jg jd pengawas danantaraitu jg korupsi balas budi melanggar tap mpr 1998 neg di jauhkan dr praktek korupsi kolusi amp nepotisme braninya sm klas teri
hakkanotogame9_,dihukum wowo jgn diingetin doang pdhl elu jg yg buat danantara buat korupsi lagi
sami86pilang,sami86pilang saya jamin 100 danantara akan di korupsi
UwohMe,sdah jlas merujuk ke sna masalah korups d bongkar abisan d rezik wowow berharap penilaian negatif kpda wowow pdhl korupsi itu kebanyakan terjdi d rezim jokowi inti nya nunggu moment krna kpk bsa d stir oleh jokowi smua hanya untk ffff dan danantara modal 2029
vontodo,dengan kasus korupsi pertamina sebegitu gede et beneran ga ada rasa malu ya mundur gitu kek ditambah jadi pengurus danantara pula oiya doi kan ketua pssi
Gambit_XX__280,sementara korupsi 1000 trilliun terkesan didiamkan oleh sibuk ngurusin danantara dan orasi omon omon ngga jelasnya itu
jayakabajay,kabinet gemuk program ga jelas pajak tinggi korupsi masif malah bikin danantara phk merajalela dollar tertinggi sepanjang sejarah hargaharga melambung daya beli menurun bencana alam karena manusia di manamana rakyatnya menderita pejabatnya malah pesta gelap segelapgelapnya
bachtiar_s61448,dapat kita pastikan satu saat nanti mega kuruptor terbesar di asia adalah danantara sebab buat lembaga di atas lembaga adalah rumah jalan pitas untuk lakukan korupsi
cyberprim,korupsi pertamina harus diusut tuntas smpai ke otak pelaku utamanya hukum berat pelakunya dlm prosesnya copot pejabat negara amp menteri terkait sbg bentuk ketegasan dlm pemberantasan korupsi peringatan danantara berpotensi mnjadi the next mega mega korupsi waspadalah
angkringanwowo,bikin kabinet gendutt eh sekarang ngomong efisiensi yang di efisiensi yang dibawah eh sekarang mau bikin danantara yang ambisius serba dadakan dan dengan struktur yang waduhh efisiensi dari mana nih paman isu nya diperparah sama korupsi pertamina lagi
sudiyah262,dengan adanya kasus megakorupsi pertamina korupsi timah dan skandal korupsi lainnya rasanya kok gak percaya ya sama danantara uang negara segitu banyak yakin aman ah entahlah berasa sedang dikerjai sama pemerintah sendiri sing sehatsehat lah kita semua
yourdad1666,ya buat nutupin danantara blok sama kasus hasto nyebut usut keluarga jokowi baru meledak kasus korupsi kasus nikmir aja sampe di up
romadhona2000,uang korupsi nya yg 960 t itu disita cukup pak buat bangun kilang tidak usah pakai uang danantara simple kan pak
rizieqdivist,banyak bumn kolaps akbt kasus korupsi eh bumn perbankan malah dimasukkan ke penyertaan danantara yg investasinya bakal banyak ke bumn yg rawan korupsi investasi danantara itu kayak pusaran air di sungai ujungnya lenyap di dasar sungai dimakan setan gundul
jalanbrintoel,danantara ki apik jakne mek e pejabat e sering korupsi ae
M17522147,apa yg jadi jaminan pemerintah tidak ada korupsi di danantara jika yg memimpin danantara mantap napi tipikor yg dikelola uang rakyat loh
Najazi731,ya yg pinter memangnya kepercayaan publik akan danantara ada kalau bumnnya aja amburadul sarang korupsi ini analisa yg baru belajar jalau entekan udah ahli kayak ekonommaaf ya suhu
Ursudai2023,2025 korupsi dimana2 danantara hukum dan keadilan mata uang anjlok rayab isilop apalagi
inipunyaayung,aku pribadi merasa kalau danantara harus dikawal bersama karena perputaran uang yang dikelola oleh danantara itu tidak mainmain tapi malah tertutup dengan mega korupsi yang katanya udah berlangsung selama 5 tahun ini
jonmuda,kalau danantara dijamin 100 tidak ada korupsi nah danantara juga hrs dijamin 100 dananya bukan brankas hasil korupsi kalau dana sitaan hasil korupsi sepertinya boleh dong noted
A1ki4_ku5_21,mk nya percuma mo gaet investor dgn di dirikan danantaraitu srh akalan korupsi lg
IImamwahyudi,danantara lahir di antara skandal korupsi karuan muncul pendapat skeptis
Ar_910,ora ket mbiyen bar kejadian lagi evaluasi pertamina wis korupsi 1000 lagi evaluasi danantara opo yo meh dievaluasi nak wis duit e entek dikorupsi
ChainsawSimple,hebat kali dia inidia berani menjamin 100 danantara tdk akan di korupsi kita akan kawal terus danantara ini apakah sesuai dengan ucapan dan janji nya tdk akan di korupsi berani jamin lagi
PaltiWest2024,korupsi patra niaga cuma ganti pemain dan keraguan atas danantara simak nih penjelasan saut situmorang soal korupsi patra niaga dan danantara
hideousrockstar,si pejabat bilang ihsg melemah ga ada kaitan dgn danantara tp pengamat bilang pelemahan trjd justru krn danantara klo mnrt gua yaa apes siy krn berdekatan timing aja antara peluncuruan danantara pengungkapan korupsi dan pengoplosan pertamina dan tutupnya sritex
ariyanto50852,darimana anda bsa yakin danantara bsa sukses klo pengurus danantara isinya adlh org pemenang nobel occrp mantan pejabat yg pernah di penjara karna kasus korupsi anak presiden penikmat gratifikasi dll jdi bsa di analisa yg goblok anda atau pakar yg mengkritisi
hellomeepo,dari rakyat oleh rakyat untuk rakyat dari rakyat oleh rakyat untuk pemimpin dan pejabatnya hambalang mangkrak ikn dadi omah demit food estate mah ngopo danantara rungkad soon omke gas utk pejabat2 yg korupsi semoga kalian kekal di kerak neraka yg paling dalam
marieahmadha,orang danantara aja ga bisa memastikan ga bakal korupsi kok apalagi kan
yonito1906,apakah danantara dan makan bergizi gratis solusi atau beban batu negara
cilulul_,pusing karena hari ini rilis youngk vlog bali dan skz talker go jakarta kangen day6 kanget stray kids aaarrrgghhh indahnya dunia sebelum program mbg berjalan sebelum danantara rilis sebelum tau kalo ada korupsi di pertamina sebelum efisiensi
Yos_J_U,bbrapa bln pmrintahn pak prabowo proyek ikn tol mkn grtis blm jelas gas lpg skrg sulit ngisi bbm hingga skrg msih antri pnjng korupsi pertamina timah rtusan triliun progam pmrintah danantara bank emas apakah akan mnsejahterakan atau malah di korupsi
kba_news,jika tidak diawasi danantara bisa menjadi lahan baru korupsi gilagilaan
ArgaDwi06835753,sebuah algoritma perputaran keuangan yang berpotensi menjadi ladang skandal korupsi apalagi mengingat bangsa ini yang menjadi bangsa terkorup akankah danantara menjadi realitas boomerang atau justru halusinasi ambisi kemajuan
AnantoIndria,iya lagi in the first time gue memasuki ramadan dengan suasana gamang dan pesimis berita korupsi danantara efisiensi ga jelas terus sekarang banjir yg tak termitigasi malah bikin suasana runyam regulator diem2 bae dengan kepongahannya
mbolangmaneng,penurunan ini dipengaruhi oleh kekhawatiran investor terkait transparansi dan potensi korupsi dalam pengelolaan danantara sentimen negatif muncul karena masyarakat khawatir terjadi korupsi
Keke43636812,mbg danantara bank emas retret skrg kilang minyak ini sama aja dng si mul esemka sampe iknpun gk jelas malah bnyk korupsi cape deeeh
PohanChoky40724,jika tidak diawasi danantara bisa menjadi lahan baru korupsi gilagilaan jika tidak diawasi secara ketat dengan separangkat aturan maka boleh jadi duit rp 14 quadriliun di danantara itu bisa habis dalam sehari luar biasa tamaknya para koruptor itu
ErsaBoni,korupsi pertamina danantara mulai dilupakan
ammar_andiko,kapal sudah oleng kapten
Tanju5Syafrudin,danantara cara rezim untuk korupsi
wdnk23,kasus di negeri konoha itu banyak sebenernya tapi disimpen dulu gk diusut nanti kalo butuh pengalihan isu baru diungkap ke publik isu korupsi pertamina ini baru dibuka buat ngalihin isu danantara
SalimVjd,terlalu gegabah mempertaruhkan masa depan indonesia ke dlm sebuah holding bernama danantara bukan rahasia umum watak dan karakter pejabat di sini adalah korupsi danantara alami masalah maka efeknya indonesia bangkrut
IrawanRommi,burhanudin mantan gubernur bi yg jalani hukuman karena membuat kebijakan rugikan negara saat menjadi dewan pakar danantara lowbat tolak padahal bukan terima uang korupsi karena kesalahan kebijakan tom lembong juga salah kebijakan kalian bela
si_ciio,mari kita cocoklogi setelah 100hari pemerintahan baru pajak naik mbg tau sendirilah temuan korupsi ugal2an phk massal danantara entah tujuannya kemana rupiah melemah dan sekarang banjir melanda apakah ini semua hanya kebetulan semata
PenjagalParpol_,itulah danantara dana rakyat dikorupsi bersama ada pd partai danantara dulu ngaku paling perubahan sampai melarang anies gunakan jargon perubahan rupanya paling doyan korupsi
pygo_diacanthus,habis nonton skenario korupsi pertamina dari hulu ke hilir ternyata pemerintah udah se kontol anjing memek bangsat pantek tempik itu belum lagi danantara udah fix indonesia bubar pecah gk sampe 100 tahun selama itu bapak2 autis idiot masi ngejabat diatas
Brahim_maldini,mantan napi korupsi jan keseringan diginiin ga pantes
juraganpokat,iyaaa gw jg nebaknya gitu dg berbagai kejadian terkait ekonomi akhir ini ihsg rontok danantara malah bikin org antipati korupsi pertamina phk dibyk tempat sereem kudu piye coba biar membaik ekonomi indonesia
KMarcuet96374,sorry boss selama penegakn hukum trhadap korupsi lemah dan ancaman hukumannya juga sangat lemah tidk membuat efek jera maaf sangat sulit rakyat utk percaya thd danantara bukankah pengalaman adalh guru terbaik
loenardopinion,saat ini salaha satu penyebab ekonomi indonesia ga kondusif adalah danantara banyak anggotanya bermasalah 1 pertamina dihantam korupsi hampir rp1000t 2 bank bumn berisiko mengalami rush karena ketidakpercayaan publik terhadap bank bumn termasuk penurunan saham 3
Lanun_1017,dek fahri klau ngebacot wajar dukung danantara klau ngak dukung nanti dipecat politik itu bisnis dan sangat transaksional danantara terafiliasi dengan kekuatan politik dan kasus korupsi danantara adalah kapitalis politik yg berbisnis
mzs_rezapahlevi,september 2024 ihsg 7900 maret 2025 ihsg 6300 danantara korupsi daya beli turun phk massal nabung emas udah paling bener tapi emasnya dipalsuin
R1naNurjanah,yang kami khawatir pak sby yang duduk di danantara itu banyak yg terlibat korupsi apalagi yg dari solo
superUnknownnn,menyusul korupsi danantara
spcmoon19765,mohon maaf pak ada sebab akubat kenapa masyarakat cemas ditengah maraknya korupsi perekonomian indonesia juga sedang di titik rendah tiba2 muncul danantara dan kebijakankebijakan yang menurut rakyat ini tidak pro rakyat
22Rincut,kam efisiensi dana orperasional disikat abis buat mbg ama danantara bayar listrik aja ga bisa gimana bayar bensin dkk buat gerak makanya dikeluatin korupsi pertamina kan biar pda lupa
cacaoXtawco,pengalihan isu danantara korupsi pertamina sritex pailit nilai tukar menurun drastis banjir jabodetabek daya beli anjlok fix buzzer omke gas
Helmi1038270,nih kasus yg bikin danantara akan jadi sarang korupsi
sleepzzzt,pengelola danantara yang udah pernah korupsi
AkuTutupmulut,korupsi nye dari 2018 2023 nganggap krisisnye 2025 ngapain aze luh selama ini ngupi ngoroko 7 pelaku cuma buat ngalahin danantara yee di tangkep tapi di gaji yee
Dewa07178568652,nanti hbs lebaran cb d cekad kerugian brp d tiap instansikrn skrg korupsi pke nama zakatmanis bngettt bungkusnya apa kabar danantara si dana jumbo rakyat adakah tranparansi in outnya
pembacot777,ini tolol sih ketololan yg paripurna namanya udah mendunia krn korupsi msh pede wara wiri urusan danantara ini dia pikir para investor itu katrok kali yak sama katroknya dgn 58 manusia konoha
FebriKhasbulloh,next danantara di korupsi
yudiset28296440,sangat wajar jika masyarakat indonesia sangat meragukan danantara akan sesuai dengan tujuan yg baik karena tradisi korupsi di negri ini amp penegakan hukum terhadap para koruptor yg terlalu lembek apalagi sejumlah mantan terpidana koruptor dan koruptor paling korup no2 di dunia
bluesmiley_,setelah korupsi timah dan pertamina adalagi korupsi pengadaan kapal pt asds 5tahun lagi mungkin danantara
arifachrud22632,paling enak danantara di korupsi
BuchoriRaden,tiap hari berita korupsi kalo inves ke club bola udah jadi mbappe haaland yamal di satu tim daripada danantara mending beli club bola lu judiin tiap match udh win mulu wkwkkw betnya lebih realistis daripada projek apapun yang bakal di buat pemerintah
J0yoWi,di indonesia gpp itu sah gak ada korupsi kolusi nepotisme suaminya wapres bukan hasil nepotisme hartanya bukan hasil korupsi jadi sahhhhhhh bismillah jadi pegawai tetap di danantara
unko_itu_aku,danantara rilis korupsi semua diumumkan ganti pemain dulu bagi bagi lah kalau mau korup
tukangbotol,sering2 bersuara gini pak anda presiden yg paling mendingan gunakan kekuatan anda sebagai mantan presiden untuk membantu perangi korupsi masalah utama bangsa ini sikat korupsi baru bikin danantara 1mdb hancur karena korupsi temasek sukses karena tanpa korupsi
saidi_sudarsono,mau danantara dinintiri atau dununturu kalau dikelola dg jujur profesional akan mendatangkan untung masalahnya ini indonesia negara yg pemimpinnya korup danantara dikelola oleh direksi yg kerja part time pebisnis yg kerja paruh waktu ada politisi juga korupsi dominan
agent_pin,alih2 berantas korupsi di danantara yg jd ketua tim pakarnya malah napi ex koruptor bi
napena525,maaf pak saya sulit percaya klo danantara akan sukses selama orang yg di dalamnya ya orang itu saja the next lahan subur untuk korupsi pak dan yg saya herankan kenapa bapak turut andil bpk ga takut kah dicawe jika danantara bermasalah di kemudian hari
goldaxex,sebelum luncurin danantara benahi hukum dulu pak termasuk perangkat penegak hukum dari kpk polisi dll termasuk pemberantasan korupsi di semua sektor pemerintahan efisiensi anggaran baru bisa dapet trust dari publik
refreshxing,ngumumin kasus korupsi sering n duitnya gede2 tp kalo ga dimiskinkan apalah gunanya eh hartanya disita tp duitnya masuk danantara ya apalah gunanya juga
PramukhtikoS,makin banyak lembagabadan ternyata makin banyak peluang korupsi ini danantara kecil di bawah kemenkeu juga korup
agusupriyadi89,setuju pandangan bahwa semua program pemerintah tmsk danantara dibuat untuk niat yg positif sama halnya dgn niat pendirian bumn2 pasti positif tetapi hampir setiap hari ditunjukan satu demi satu terjadi korupsi yg nilainya semakin gila trilyunan rupiah bahkan rekor baru 1000t
ariyanto50852,bagaimana mgkin korupsi bsa di brantas klo raja koruptornya malah di beri jabatan bersama anaknya utk mengelola danantara di mana di dlmnya mengelola aset negara ribuan trilyun tentu akn sgt riskan utk kemudian jdi bancaan para koruptor utk biyaya kampanye 2029 mndtang
salimsuharis,danantara hanya akan jadi ladang korupsi disalahgunakan untuk kepentingan politik dan dimanfaatkan unt kepentingan golongan harusnya menerapkan good governance dan merit sistem berantas orang dalam yg selama ini merusak negara kita
rosegolfd,klo boleh jujur saya setuju dengan danantara tapi pak minimal harus dan wajib disahkan nya uu perampasan aset bagi koruptor sampai miskin dan maximal hukuman mati bagi koruptor saya yakin seandainya keduanya di sahkan tetap saja ada yg korupsi
